,icao,iata,name,city,lat,lon
16784,MMTG,TGZ,Angel Albino Corzo International Airport,Tuxtla Gutierrez,16.5636,-93.0225
16785,MMTJ,TIJ,General Abelardo L. Rodriguez International Airport,Tijuana,32.5411,-116.97
16786,MMTL,TQO,Felipe Carrillo Puerto International Airport,Tulum,20.166667,-87.666667
16787,MMTM,TAM,General Francisco Javier Mina International Airport,Tampico,22.2964,-97.8659
16788,MMTN,TSL,Tamuin Airport,,22.0383,-98.8065
16789,MMTO,TLC,Licenciado Adolfo Lopez Mateos International Airport,Toluca,19.3371,-99.566
16790,MMTP,TAP,Tapachula International Airport,Tapachula,14.7943,-92.37
16791,MMTX,WIX,Tuxpan Airport,,19.5839,-103.384
16792,MMUN,CUN,Cancun International Airport,Cancun,21.0365,-86.8771
16793,MMVA,VSA,Carlos Rovirosa Perez International Airport,Villahermosa,17.997,-92.8174
16794,MMVR,VER,General Heriberto Jara International Airport,Veracruz,19.1459,-96.1873
16795,MMZC,ZCL,General Leobardo C. Ruiz International Airport,Zacatecas,22.8971,-102.687
16796,MMZH,ZIH,Ixtapa Zihuatanejo International Airport,Ixtapa,17.6016,-101.461
16797,MMZM,ZMM,Zamora Airport,,20.045,-102.276
16798,MMZO,ZLO,Playa De Oro International Airport,Manzanillo,19.1448,-104.559
16848,MNBL,BEF,Bluefields Airport,Bluefileds,11.991,-83.7741
16850,MNBZ,BZA,San Pedro Airport,Bonanza,13.95,-84.6
16852,MNCI,RNI,Corn Island,Corn Island,12.1629,-83.0638
16865,MNMG,MGA,Augusto C. Sandino (Managua) International Airport,Managua,12.1415,-86.1682
16867,MNNG,NVG,Nueva Guinea Airport,Nueva Guinea,11.66667,-84.45
16868,MNPC,PUZ,Puerto Cabezas Airport,Puerto Cabezas,14.0472,-83.3867
16871,MNRT,RFS,Rosita Airport,La Rosita,13.8897,-84.4089
16872,MNSC,NCR,San Carlos,San Carlos,11.1334,-84.77
16873,MNSI,SIU,Siuna,Siuna,13.72722,-84.77778
16874,MNWP,WSP,Waspam Airport,Waspam,14.7392,-83.9694
16945,MPBO,BOC,Bocas Del Toro International Airport,Isla Colon,9.34085,-82.2508
16946,MPCE,CTD,Alonso Valderrama Airport,Chitre,7.98784,-80.4097
16947,MPCH,CHX,Cap Manuel Nino International Airport,Changuinola,9.45864,-82.5168
16948,MPDA,DAV,Enrique Malek International Airport,David,8.391,-82.435
16949,MPEJ,ONX,Enrique Adolfo Jimenez Airport,Colon,9.35664,-79.8674
16951,MPJE,JQE,Jaque Airport,Jaque,7.51778,-78.1572
16952,MPLP,PLP,Captain Ramon Xatruch Airport,La Palma,8.40667,-78.1417
16953,MPMG,PAC,Marcos A. Gelabert International Airport,Albrook,8.97334,-79.5556
16955,MPOA,PUE,Puerto Obaldia Airport,Puerto Obaldia,8.68626,-77.5244
16956,MPPA,BLB,Howard/Panama Pacifico International Airport,Panama City,8.91479,-79.5996
16958,MPSA,SYP,Ruben Cantu Airport,Santiago,8.0856,-80.9453
16959,MPSM,RIH,Cap Scarlet R. Martínez L. Airport,Río Hato,8.38,-80.12967
16960,MPTO,PTY,Tocumen International Airport,Tocumen,9.07136,-79.3835
16961,MPVR,PVE,El Porvenir Airport,El Porvenir,9.56342,-79.0041
16962,MPWN,NBL,San Blas Airport,Wannukandi,9.4496,-78.9795
16967,MRAN,FON,Arenal Airport,La Fortuna/San Carlos,10.478,-84.6345
16968,MRAO,TTQ,Aerotortuguero Airport,Roxana,10.569,-83.5148
16971,MRBA,BAI,Buenos Aires Airport,Punta Arenas,9.16361,-83.3299
16973,MRBC,BCL,Barra del Colorado Airport,Pococi,10.7687,-83.5856
16979,MRCC,OTR,Coto 47 Airport,Corredores,8.60156,-82.9686
16981,MRCH,JAP,Chacarita Airport,Puntarenas,9.98141,-84.7727
16985,MRCR,RIK,Carrillo Airport,Nicoya,9.87051,-85.4814
16990,MRDK,DRK,Drake Bay Airport,Puntarenas,8.71889,-83.6417
17000,MRFL,FMG,Flamingo Airport,Brasilito,10.4186,-85.7827
17004,MRGF,GLF,Golfito Airport,Golfito,8.65401,-83.1822
17005,MRGP,GPL,Guapiles Airport,Pococi,10.2172,-83.797
17012,MRIA,PBP,Islita Airport,Nandayure,9.85611,-85.3708
17016,MRLB,LIR,Daniel Oduber Quiros International Airport,Liberia,10.5933,-85.5444
17017,MRLC,LSL,Los Chiles Airport,Los Chiles,11.0353,-84.7061
17023,MRLM,LIO,Limon International Airport,Puerto Limon,9.95796,-83.022
17032,MRMJ,CSC,Mojica Airport,Canas,10.4307,-85.1746
17033,MRNC,NCT,Guanacaste Airport,Nicoya/Guanacate,10.1394,-85.4458
17034,MRNS,NOB,Nosara Airport,Nicoya,9.97649,-85.653
17035,MROC,SJO,Juan Santamaria International Airport,San Jose,9.99386,-84.2088
17040,MRPJ,PJM,Puerto Jimenez Airport,Puerto Jimenez,8.53333,-83.3
17042,MRPM,PMZ,Palmar Sur Airport,Palmar Sur,8.95103,-83.4686
17048,MRPV,SYQ,Tobias Bolanos International Airport,San Jose,9.95705,-84.1398
17051,MRQP,XQP,Quepos Managua Airport,Quepos,9.44316,-84.1298
17052,MRRF,RFR,Rio Frio / Progreso Airport,Rio Frio / Progreso,10.3274,-83.8876
17062,MRSI,IPZ,San Isidro del General Airport,Perez Zeledon,9.35262,-83.7131
17068,MRSR,PLD,Playa Samara Airport,Playa Samara,10.25,-85.417
17070,MRSV,TOO,San Vito De Java Airport,Coto Brus,8.82611,-82.9589
17075,MRTM,TNO,Tamarindo De Santa Cruz Airport,Santa Cruz,10.3135,-85.8155
17076,MRTR,TMU,Tambor Airport,Nicoya,9.73852,-85.0138
17077,MRUP,UPL,Upala Airport,Upala,10.8922,-85.0162
17138,MSLP,SAL,El Salvador International Airport,Santa Clara,13.4409,-89.0557
17145,MSSS,ILS,Ilopango International Airport,San Salvador,13.6995,-89.1199
17205,MTCA,CYA,Les Cayes Airport,Les Cayes,18.2711,-73.7883
17206,MTCH,CAP,Cap Haitien International Airport,Cap Haitien,19.733,-72.1947
17207,MTJA,JAK,Jacmel Airport,Jacmel,18.2411,-72.5185
17208,MTJE,JEE,Jeremie Airport,Jeremie,18.6631,-74.1703
17209,MTPP,PAP,Toussaint Louverture International Airport,Port-au-Prince,18.58,-72.2925
17210,MTPX,PAX,Port-de-Paix Airport,Port-de-Paix,19.9336,-72.8486
17255,MUBA,BCA,Gustavo Rizo Airport,Baracoa,20.3653,-74.5062
17258,MUBR,BWW,Las Brujas Airport,Cayo Santa Maria,22.6213,-79.1472
17259,MUBY,BYM,Carlos Manuel de Cespedes Airport,Bayamo,20.3964,-76.6214
17260,MUCA,AVI,Maximo Gomez Airport,Ciego de Avila,22.0271,-78.7896
17262,MUCC,CCC,Jardines Del Rey Airport,Cayo Coco,22.461,-78.3284
17264,MUCF,CFG,Jaime Gonzalez Airport,Cienfuegos,22.15,-80.4142
17265,MUCL,CYO,Vilo Acuna International Airport,Cayo Largo del Sur,21.6165,-81.546
17266,MUCM,CMW,Ignacio Agramonte International Airport,Camaguey,21.4203,-77.8475
17267,MUCO,QCO,Colon Airport,Colon,22.7111,-80.9228
17268,MUCU,SCU,Antonio Maceo International Airport,Santiago,19.9698,-75.8354
17273,MUGM,NBW,Leeward Point Field,Guantanamo Bay Naval Station,19.9065,-75.2071
17274,MUGT,GAO,Mariana Grajales Airport,Guantanamo,20.0853,-75.1583
17276,MUHA,HAV,Jose Marti International Airport,Havana,22.9892,-82.4091
17277,MUHG,HOG,Frank Pais International Airport,Holguin,20.7856,-76.3151
17279,MUKW,VRO,Kawama Airport,Matanzas,23.124,-81.3016
17281,MULM,LCL,La Coloma Airport,Pinar del Rio,22.3361,-83.6419
17282,MUMA,UMA,Punta de Maisi Airport,Maisi,20.2506,-74.1505
17285,MUMJ,MJG,Mayajigua Airport,Mayajigua,22.2308,-79.0622
17286,MUMO,MOA,Orestes Acosta Airport,Moa,20.6539,-74.9222
17288,MUMZ,MZO,Sierra Maestra Airport,Manzanillo,20.2881,-77.0892
17289,MUNB,QSN,San Nicolas De Bari Airport,San Nicolas,22.7561,-81.9209
17290,MUNC,ICR,Nicaro Airport,Nicaro,20.6886,-75.5315
17291,MUNG,GER,Rafael Cabrera Airport,Nueva Gerona,21.8347,-82.7838
17293,MUPB,UPB,Playa Baracoa Airport,Havana,23.0328,-82.5794
17294,MUPR,QPD,Pinar Del Rio Airport,Pinar del Rio,22.4214,-83.6784
17296,MUSC,SNU,Abel Santamaria Airport,Santa Clara,22.4922,-79.9436
17298,MUSJ,SNJ,San Julian Air Base,Pinar Del Rio,22.0953,-84.152
17300,MUSN,SZJ,Siguanea Airport,Isla de la Juventud,21.6425,-82.9551
17301,MUSS,USS,Sancti Spiritus Airport,Sancti Spiritus,21.9704,-79.4427
17302,MUTD,TND,Alberto Delgado Airport,Trinidad,21.7883,-79.9972
17304,MUVR,VRA,Juan Gualberto Gomez International Airport,Varadero,23.0344,-81.4353
17305,MUVT,VTU,Hermanos Ameijeiras Airport,Las Tunas,20.9876,-76.9358
17306,MWCB,CYB,Gerrard Smith International Airport,Cayman Brac,19.687,-79.8828
17307,MWCL,LYB,Edward Bodden Airfield,Little Cayman,19.667,-80.1
17308,MWCR,GCM,Owen Roberts International Airport,Georgetown,19.2928,-81.3577
17336,MYAB,MAY,Clarence A. Bain Airport,Mangrove Cay,24.2877,-77.6846
17337,MYAF,ASD,Andros Town Airport,,24.6979,-77.7956
17338,MYAK,COX,Congo Town Airport,Andros,24.1587,-77.5898
17339,MYAM,MHH,Marsh Harbour International Airport,Marsh Harbour,26.5114,-77.0835
17340,MYAN,SAQ,San Andros Airport,Andros Island,25.0538,-78.049
17341,MYAP,AXP,Spring Point Airport,Spring Point,22.4418,-73.9709
17343,MYAT,TCB,Treasure Cay Airport,Treasure Cay,26.7453,-77.3913
17344,MYAW,WKR,Abaco I Walker C Airport,,27.2667,-78.3997
17346,MYBC,CCZ,Chub Cay Airport,,25.4171,-77.8809
17347,MYBG,GHC,Great Harbour Cay Airport,,25.7383,-77.8401
17348,MYBS,BIM,South Bimini Airport,South Bimini,25.6999,-79.2647
17349,MYCA,ATC,Arthur's Town Airport,Arthur's Town,24.6294,-75.6738
17350,MYCB,TBI,New Bight Airport,Cat Island,24.3153,-75.4523
17351,MYCC,CXY,Cat Cay Airport,Cat Cay,25.6,-79.267
17353,MYCI,CRI,Colonel Hill Airport,Colonel Hill,22.7456,-74.1824
17354,MYCP,PWN,Pitts Town Airport,Pitts Town,22.8297,-74.3461
17358,MYEF,GGT,Exuma International Airport,George Town,23.5626,-75.878
17360,MYEH,ELH,North Eleuthera Airport,North Eleuthera,25.4749,-76.6835
17362,MYEM,GHB,Governor's Harbour Airport,Governor's Harbour,25.2847,-76.331
17363,MYEN,NMC,Normans Cay Airport,,24.5943,-76.8202
17364,MYER,RSD,Rock Sound Airport,Rock Sound,24.89508,-76.17688
17365,MYES,TYM,Staniel Cay Airport,,24.1691,-76.4391
17368,MYGF,FPO,Grand Bahama International Airport,Freeport,26.5587,-78.6956
17370,MYGW,WTD,West End Airport,West End,26.6853,-78.975
17371,MYIG,IGA,Inagua Airport,Matthew Town,20.975,-73.6669
17372,MYLD,LGI,Deadman's Cay Airport,Deadman's Cay,23.179,-75.0936
17373,MYLS,SML,Stella Maris Airport,Stella Maris,23.58232,-75.26862
17374,MYMM,MYG,Mayaguana Airport,Mayaguana,22.3795,-73.0135
17375,MYNN,NAS,Lynden Pindling International Airport,Nassau,25.039,-77.4662
17376,MYPI,PID,Nassau Paradise Island Airport,Nassau,25.083,-77.3
17377,MYRD,DCT,Duncan Town Airport,,22.1818,-75.7295
17378,MYRP,RCY,Rum Cay Airport,,23.6844,-74.8362
17379,MYSM,ZSA,San Salvador Airport,San Salvador,24.0633,-74.524
17389,MZBG,BGK,Big Creek Airport,Big Creek,16.52,-88.40917
17390,MZBZ,BZE,Philip S. W. Goldson International Airport,Belize City,17.5391,-88.3082
17391,MZSL,MZE,Manatee Airport,Spanish Lookout,17.27833,-89.02361
17486,NCAI,AIT,Aitutaki Airport,Aitutaki,-18.8309,-159.76401
17487,NCAT,AIU,Enua Airport,Atiu Island,-19.9678,-158.119
17488,NCMG,MGS,Mangaia Island Airport,Mangaia Island,-21.89599,-157.90666
17489,NCMH,MHX,Manihiki Island Airport,Manihiki Island,-10.3767,-161.002
17490,NCMK,MUK,Mauke Airport,Mauke Island,-20.1361,-157.345
17492,NCMR,MOI,Mitiaro Island Airport,Mitiaro Island,-19.8425,-157.703
17493,NCPY,PYE,Tongareva Airport,Penrhyn Island,-9.01437,-158.03241
17494,NCRG,RAR,Rarotonga International Airport,Avarua,-21.2027,-159.806
17573,NE69,EPG,Browns Airport,Weeping Water,40.86865,-96.10879
17585,NFCI,ICI,Cicia Airport,Cicia,-17.7433,-179.342
17587,NFFN,NAN,Nadi International Airport,Nadi,-17.7554,177.44299
17588,NFFO,PTF,Malolo Lailai Island Airport,Malolo Lailai Island,-17.7779,177.19701
17590,NFKD,KDV,Vunisea Airport,Vunisea,-19.0581,178.157
17591,NFMA,MNF,Mana Island Airport,Mana Island,-17.6731,177.09801
17592,NFMO,MFJ,Moala Airport,Moala,-18.5667,179.951
17593,NFNA,SUV,Nausori International Airport,Nausori,-18.0433,178.55901
17594,NFNB,LEV,Levuka Airfield,Bureta,-17.7111,178.759
17595,NFNG,NGI,Ngau Airport,Ngau,-18.1156,179.34
17596,NFNH,LUC,Laucala Island Airport,Laucala Island,-16.7481,-179.66701
17597,NFNK,LKB,Lakeba Island Airport,Lakeba Island,-18.1992,-178.817
17598,NFNL,LBS,Labasa Airport,,-16.4667,179.34
17599,NFNM,TVU,Matei Airport,Matei,-16.6906,-179.877
17600,NFNO,KXF,Koro Island Airport,Koro Island,-17.3458,179.422
17601,NFNR,RTA,Rotuma Airport,Rotuma,-12.4825,177.071
17602,NFNS,SVU,Savusavu Airport,Savusavu,-16.8028,179.341
17603,NFNV,VAU,Vatukoula Airport,Vatukoula,-17.5,177.842
17604,NFNW,KAY,Wakaya Island Airport,Wakaya Island,-17.617,179.017
17605,NFOL,ONU,Ono-I-Lau Airport,Ono-I-Lau,-20.65,-178.7
17606,NFSW,YAS,Yasawa Island Airport,Yasawa Island,-16.7589,177.545
17607,NFTE,EUA,Kaufana Airport,Eua Island,-21.3783,-174.95799
17608,NFTF,TBU,Fua'amotu International Airport,Nuku'alofa,-21.2412,-175.14999
17609,NFTL,HPA,Lifuka Island Airport,Lifuka,-19.777,-174.341
17610,NFTO,NFO,Mata'aho Airport,Angaha,-15.5708,-175.633
17611,NFTP,NTT,Kuini Lavenia Airport,Niuatoputapu,-15.97734,-173.79103
17612,NFTV,VAV,Vava'u International Airport,Vava'u Island,-18.5853,-173.96201
17613,NFVB,VBV,Vanua Balavu Airport,Vanua Balavu,-17.269,-178.976
17614,NFVL,VTF,Vatulele Airport,Vatulele,-18.5125,177.63901
17615,NGAB,ABF,Abaiang Airport,Abaiang,1.79861,173.041
17616,NGBR,BEZ,Beru Airport,Beru,-1.35472,176.007
17617,NGFU,FUN,Funafuti International Airport,Funafuti,-8.525,179.196
17618,NGKT,KUC,Kuria Airport,Kuria,0.21861,173.442
17619,NGMA,MNK,Maiana Airport,Maiana,1.00361,173.03101
17620,NGMK,MZK,Marakei Airport,Marakei,2.05861,173.271
17621,NGMN,MTK,Makin Island Airport,Makin Island,3.37444,172.992
17622,NGNU,NIG,Nikunau Airport,Nikunau,-1.31444,176.41
17623,NGON,OOT,Onotoa Airport,Onotoa,-1.79611,175.526
17624,NGTA,TRW,Bonriki International Airport,Tarawa,1.38164,173.147
17625,NGTB,AEA,Abemama Atoll Airport,Abemama Atoll,0.49083,173.82899
17626,NGTE,TBF,Tabiteuea North Airport,,-1.22447,174.776
17627,NGTM,TMN,Tamana Island Airport,Tamana Island,-2.48583,175.97
17628,NGTO,NON,Nonouti Airport,Nonouti,-0.63972,174.42799
17629,NGTR,AIS,Arorae Island Airport,Arorae Island,-2.61611,176.80299
17630,NGTS,TSU,Tabiteuea South Airport,Tabiteuea South,-1.47444,175.064
17631,NGTU,BBG,Butaritari Atoll Airport,Butaritari Atoll,3.08583,172.811
17632,NGUK,AAK,Buariki Airport,Buariki,0.18528,173.63699
17655,NIUE,IUE,Niue International Airport,Alofi,-19.07903,-169.9256
17697,NLWF,FUT,Pointe Vele Airport,Futuna Island,-14.3114,-178.06599
17698,NLWW,WLS,Hihifo Airport,Wallis Island,-13.2383,-176.19901
17740,NM83,HBB,Industrial Airpark,Hobbs,32.76678,-103.20882
17769,NSAU,AAU,Asau Airport,Asau,-13.5058,-172.62801
17770,NSFA,APW,Faleolo International Airport,Apia,-13.83,-172.008
17771,NSFI,FGI,Fagali'i Airport,Apia,-13.8487,-171.74001
17772,NSFQ,FTI,Fitiuta Airport,Fitiuta Village,-14.21611,-169.42355
17773,NSMA,MXS,Maota Airport,Maota,-13.7423,-172.258
17774,NSTU,PPG,Pago Pago International Airport,Pago Pago,-14.33166,-170.7115
17775,NTAA,PPT,Faa'a International Airport,Papeete,-17.5537,-149.60699
17776,NTAR,RUR,Rurutu Airport,,-22.4341,-151.36099
17777,NTAT,TUB,Tubuai Airport,,-23.3654,-149.524
17778,NTAV,RVV,Raivavae Airport,,-23.8852,-147.662
17779,NTGA,AAA,Anaa Airport,,-17.3526,-145.50999
17780,NTGB,FGU,Fangatau Airport,,-15.8199,-140.88699
17781,NTGC,TIH,Tikehau Airport,,-15.1196,-148.231
17782,NTGD,APK,Apataki Airport,Apataki,-15.5736,-146.41499
17783,NTGE,REA,Reao Airport,,-18.4659,-136.44
17784,NTGF,FAV,Fakarava Airport,,-16.0541,-145.657
17785,NTGH,HHZ,Hikueru Atoll Airport,Hikueru Atoll,-17.5447,-142.614
17786,NTGI,XMH,Manihi Airport,,-14.4368,-146.07001
17787,NTGJ,GMR,Totegegie Airport,,-23.0799,-134.89
17788,NTGK,KKR,Kaukura Airport,,-15.6633,-146.88499
17789,NTGM,MKP,Makemo Airport,,-16.5839,-143.658
17790,NTGN,NAU,Napuka Island Airport,Napuka Island,-14.1768,-141.267
17791,NTGO,TKV,Tatakoto Airport,Tatakoto,-17.3553,-138.44501
17792,NTGP,PKP,Puka Puka Airport,,-14.8095,-138.813
17793,NTGQ,PUK,Pukarua Airport,Pukarua,-18.2956,-137.017
17796,NTGT,TKP,Takapoto Airport,,-14.7095,-145.246
17797,NTGU,AXR,Arutua Airport,,-15.2483,-146.617
17798,NTGV,MVT,Mataiva Airport,,-14.8681,-148.717
17799,NTGW,NUK,Nukutavake Airport,Nukutavake,-19.285,-138.772
17800,NTGY,ZTA,Tureia Airport,,-20.7897,-138.57001
17801,NTHE,AHE,Ahe Airport,Ahe Atoll,-14.4281,-146.257
17802,NTKA,KHZ,Kauehi Airport,Kauehi,-15.7808,-145.12399
17803,NTKF,FAC,Faaite Airport,,-16.6867,-145.32899
17804,NTKH,FHZ,Fakahina Airport,Fakahina,-15.9922,-140.16499
17805,NTKK,RKA,Aratika Nord Airport,,-15.4853,-145.47
17806,NTKM,TJN,Takume Airport,Takume,-15.8547,-142.26801
17807,NTKN,NIU,Niau Airport,Niau,-16.12083,-146.37361
17808,NTKO,RRR,Raroia Airport,,-16.045,-142.47694
17809,NTKR,TKX,Takaroa Airport,,-14.4558,-145.02499
17810,NTKT,KXU,Katiu Airport,Katiu,-16.3394,-144.403
17811,NTMD,NHV,Nuku Hiva Airport,,-8.7956,-140.229
17812,NTMN,AUQ,Hiva Oa-Atuona Airport,,-9.76879,-139.011
17813,NTMP,UAP,Ua Pou Airport,Ua Pou,-9.35167,-140.078
17814,NTMU,UAH,Ua Huka Airport,Ua Huka,-8.93611,-139.552
17815,NTTB,BOB,Bora Bora Airport,Motu Mute,-16.4444,-151.75101
17816,NTTE,TTI,Tetiaroa Airport,Tetiaroa,-17.0133,-149.58701
17817,NTTG,RGI,Rangiroa Airport,,-14.9543,-147.661
17818,NTTH,HUH,Huahine-Fare Airport,Fare,-16.6872,-151.022
17819,NTTM,MOZ,Moorea Airport,,-17.49,-149.76199
17820,NTTO,HOI,Hao Airport,,-18.0748,-140.946
17821,NTTP,MAU,Maupiti Airport,,-16.4265,-152.244
17822,NTTR,RFP,Raiatea Airport,Uturoa,-16.7229,-151.466
17823,NTTX,UOA,Mururoa Atoll Airport,Mururoa Atoll,-21.867,-138.91701
17824,NTUV,VHZ,Vahitahi Airport,Vahitahi,-18.78,-138.853
17857,NVSA,MTV,Mota Lava Airport,Ablow,-13.666,167.71201
17858,NVSC,SLH,Sola Airport,Sola,-13.8517,167.537
17859,NVSD,TOH,Torres Airstrip,Loh/Linua,-13.328,166.638
17860,NVSE,EAE,Sangafa Airport,Sangafa,-17.0903,168.343
17861,NVSF,CCV,Craig Cove Airport,Craig Cove,-16.265,167.924
17862,NVSG,LOD,Longana Airport,Longana,-15.3067,167.967
17863,NVSH,SSR,Sara Airport,Pentecost Island,-15.4708,168.15199
17864,NVSI,PBJ,Tavie Airport,Paama Island,-16.439,168.257
17865,NVSL,LPM,Lamap Airport,Lamap,-16.454,167.823
17866,NVSM,LNB,Lamen Bay Airport,Lamen Bay,-16.5842,168.159
17867,NVSN,MWF,Naone Airport,Maewo Island,-15.0,168.08299
17868,NVSO,LNE,Lonorore Airport,Lonorore,-15.8656,168.172
17869,NVSP,NUS,Norsup Airport,Norsup,-16.0797,167.401
17870,NVSQ,ZGU,Gaua Island Airport,Gaua Island,-14.2181,167.58701
17871,NVSR,RCL,Redcliffe Airport,Redcliffe,-15.472,167.83501
17872,NVSS,SON,Santo Pekoa International Airport,Luganville,-15.505,167.22
17873,NVST,TGH,Tongoa Island Airport,Tongoa Island,-16.8911,168.55099
17874,NVSU,ULB,Ulei Airport,Ambryn Island,-16.3297,168.3011
17875,NVSV,VLS,Valesdir Airport,Valesdir,-16.7961,168.177
17876,NVSW,WLH,Walaha Airport,Walaha,-15.412,167.69099
17877,NVSX,SWJ,Southwest Bay Airport,Malekula Island,-16.4864,167.4472
17878,NVSZ,OLJ,North West Santo Airport,Olpoi,-14.8817,166.558
17879,NVVA,AUY,Anelghowhat Airport,Anelghowhat,-20.2492,169.771
17880,NVVB,AWD,Aniwa Airport,Aniwa,-19.24,169.605
17881,NVVD,DLY,Dillon's Bay Airport,Dillon's Bay,-18.7694,169.00101
17882,NVVF,FTA,Futuna Airport,Futuna Island,-19.5164,170.23199
17883,NVVI,IPA,Ipota Airport,Ipota,-18.85639,169.28333
17886,NVVQ,UIQ,Quion Hill Airport,Quion Hill,-17.54,168.442
17887,NVVV,VLI,Port Vila Bauerfield Airport,Port Vila,-17.6993,168.32001
17888,NVVW,TAH,Tanna Airport,,-19.4551,169.224
17889,NWWA,TGJ,Tiga Airport,Tiga,-21.0961,167.804
17891,NWWC,BMY,Ile Art - Waala Airport,Waala,-19.7206,163.661
17892,NWWD,KNQ,Kone Airport,Kone,-21.0543,164.83701
17893,NWWE,ILP,Ile des Pins Airport,Ile des Pins,-22.5889,167.45599
17895,NWWH,HLU,Nesson Airport,Houailou,-21.2564,165.617
17896,NWWK,KOC,Koumac Airport,Koumac,-20.5463,164.256
17897,NWWL,LIF,Lifou Airport,Lifou,-20.7748,167.24001
17898,NWWM,GEA,Noumea Magenta Airport,Noumea,-22.2583,166.47301
17899,NWWO,IOU,Edmond Cane Airport,Ile Ouen,-22.46,166.783
17900,NWWP,PUV,Poum Airport,Poum,-20.2892,164.099
17901,NWWQ,PDC,Mueo Airport,Mueo,-21.3164,164.99899
17902,NWWR,MEE,Mare Airport,Mare,-21.4817,168.03799
17905,NWWU,TOU,Touho Airport,Touho,-20.79,165.259
17906,NWWV,UVE,Ouvea Airport,Ouvea,-20.6406,166.573
17907,NWWW,NOU,La Tontouta International Airport,Noumea,-22.0146,166.213
17970,NZAA,AKL,Auckland International Airport,Auckland,-37.0081,174.79201
17974,NZAP,TUO,Taupo Airport,Taupo,-38.7397,176.084
17975,NZAR,AMZ,Ardmore Airport,Manurewa,-37.0297,174.97301
17976,NZAS,ASG,Ashburton Aerodrome,,-43.9033,171.797
17979,NZCH,CHC,Christchurch International Airport,Christchurch,-43.4894,172.532
17980,NZCI,CHT,Chatham Islands-Tuuta Airport,Waitangi,-43.81,-176.457
17982,NZCX,CMV,Coromandel Aerodrome,,-36.7917,175.509
17983,NZDA,DGR,Dargaville Aerodrome,,-35.9397,173.894
17984,NZDN,DUD,Dunedin Airport,Dunedin,-45.9281,170.198
17989,NZFJ,WHO,Franz Josef Aerodrome,,-43.3631,170.134
17993,NZGB,GBZ,Great Barrier Aerodrome,Claris,-36.2414,175.472
17995,NZGM,GMN,Greymouth Airport,,-42.4617,171.19
17997,NZGS,GIS,Gisborne Airport,Gisborne,-38.6633,177.978
17998,NZGT,GTN,Glentanner Airport,Glentanner Station,-43.9067,170.12801
18002,NZHK,HKK,Hokitika Airfield,,-42.7136,170.985
18003,NZHN,HLZ,Hamilton International Airport,Hamilton,-37.8667,175.332
18011,NZKE,WIK,Waiheke Reeve Airport,,-36.8089,175.086
18013,NZKI,KBZ,Kaikoura Airport,,-42.425,173.605
18014,NZKK,KKE,Kerikeri Airport,Kerikeri,-35.2628,173.912
18016,NZKO,KKO,Kaikohe Airport,,-35.4511,173.817
18017,NZKT,KAT,Kaitaia Airport,Kaitaia,-35.07,173.285
18021,NZLX,ALR,Alexandra Airport,Alexandra,-45.2117,169.373
18022,NZMA,MTA,Matamata Glider Airport,,-37.7344,175.742
18023,NZMC,MON,Mount Cook Airport,,-43.765,170.133
18025,NZMF,MFN,Milford Sound Airport,,-44.6733,167.923
18027,NZMK,MZP,Motueka Airport,,-41.1233,172.989
18029,NZMO,TEU,Manapouri Airport,,-45.5331,167.64999
18031,NZMS,MRO,Hood Airport,Masterton,-40.9733,175.634
18036,NZNP,NPL,New Plymouth Airport,New Plymouth,-39.0086,174.179
18037,NZNR,NPE,Napier Airport,,-39.4658,176.87
18038,NZNS,NSN,Nelson Airport,Nelson,-41.2983,173.22099
18039,NZNV,IVC,Invercargill Airport,Invercargill,-46.4124,168.313
18041,NZOH,OHA,RNZAF Base Ohakea,,-40.206,175.388
18045,NZOU,OAM,Oamaru Airport,,-44.97,171.082
18052,NZPM,PMR,Palmerston North Airport,,-40.3206,175.617
18053,NZPN,PCN,Picton Aerodrome,Picton,-41.3461,173.95599
18055,NZPP,PPQ,Paraparaumu Airport,,-40.9047,174.989
18056,NZQN,ZQN,Queenstown International Airport,Queenstown,-45.0211,168.739
18057,NZRA,RAG,Raglan Airfield,,-37.8047,174.86
18058,NZRC,SZS,Ryans Creek Aerodrome,Oban,-46.8997,168.101
18061,NZRO,ROT,Rotorua Regional Airport,Rotorua,-38.1092,176.317
18071,NZTG,TRG,Tauranga Airport,Tauranga,-37.6719,176.196
18072,NZTH,TMZ,Thames Aerodrome,,-37.1567,175.55
18074,NZTK,KTF,Takaka Airport,,-40.8133,172.77499
18078,NZTO,TKZ,Tokoroa Airfield,Tokoroa,-38.2367,175.892
18079,NZTS,THH,Taharoa Aerodrome,Taharoa,-38.1811,174.70799
